INSTANCE       METHOD         PARAM          OBJECTIVE      RUNTIME     GAP         NODES     ARCS      
rd400.tsp      GRASP          30-0.25-5      16027.9039     63141.4341  4.8878      400       79800     
rd400.tsp      GRASP          30-0.5-5       16100.9231     104547.2410 5.3656      400       79800     
rd400.tsp      GRASP          30-0.75-5      16145.5133     112311.0797 5.6574      400       79800     
rd400.tsp      GRASP          60-0.25-5      15952.7649     103932.4319 4.3961      400       79800
rd400.tsp      GRASP          60-0.5-5       16071.8798     117020.1119 5.1756      400       79800
